iter	MultiClass
396	0.3764476086
397	0.3761034119
398	0.3760204212
399	0.3759815429
400	0.3758169781
401	0.375721557
402	0.3756345454
403	0.3755710086
404	0.3754895332
405	0.3753168861
406	0.3752736682
407	0.3751865825
408	0.3750734197
409	0.3748997193
410	0.3746396918
411	0.3746154078
412	0.3745440399
413	0.374506266
414	0.3744754415
415	0.3744449165
416	0.3744092782
417	0.3743459056
418	0.37414577
419	0.3741024288
420	0.3740780714
421	0.3739983488
422	0.3739537465
423	0.3739144851
424	0.373651785
425	0.3735932342
426	0.3735394779
427	0.3734974533
428	0.3732935155
429	0.3731656982
430	0.3729090628
431	0.3728638585
432	0.3728206102
433	0.3727693362
434	0.3726295148
435	0.3723221846
436	0.3722427607
437	0.3721894749
438	0.3720335541
439	0.371997914
440	0.3719493207
441	0.3719263366
442	0.3719021949
443	0.3718615637
444	0.3717757445
445	0.3717447179
446	0.3717028614
447	0.3716314244
448	0.371584504
449	0.3715360202
450	0.3715062013
451	0.3714536053
452	0.3714001512
453	0.3711061073
454	0.3710306431
455	0.371000999
456	0.370934471
457	0.3707852509
458	0.3704984027
459	0.370467517
460	0.3704424058
461	0.370394602
462	0.3703389686
463	0.3702934474
464	0.3702459681
465	0.3702021334
466	0.3701681701
467	0.3701052781
468	0.3700330536
469	0.3699640985
470	0.3695923813
471	0.3695449966
472	0.3694983933
473	0.3694472332
474	0.3692072177
475	0.3691418239
476	0.3689529944
477	0.3689268004
478	0.368690136
479	0.3685121375
480	0.3683515445
481	0.3681770898
482	0.3681216831
483	0.3680090005
484	0.3679271493
485	0.3678930415
486	0.3677446846
487	0.3677106565
488	0.3676862745
489	0.3676374734
490	0.3673883704
491	0.3672766025
492	0.3672472612
493	0.3672033079
494	0.3670908647
495	0.3668159359
496	0.3667026725
497	0.3666707014
498	0.3666479377
499	0.3665691906
500	0.3665284337
501	0.3664587614
502	0.3664099596
503	0.3663651382
504	0.3661675263
505	0.3660797886
506	0.3659007006
507	0.3658121368
508	0.3657246765
509	0.3656923963
510	0.3656482843
511	0.3656026586
512	0.3655121408
513	0.3654878038
514	0.3654545647
515	0.3654091326
516	0.3653518604
517	0.3653144028
518	0.3652611877
519	0.3652252897
520	0.3649973939
521	0.3649602193
522	0.3648223851
523	0.3647827647
524	0.3647134126
525	0.3646593176
526	0.364600847
527	0.3645343945
528	0.3644956252
529	0.3644483282
530	0.3643599977
531	0.3641462427
532	0.3641129025
533	0.3640806483
534	0.3640338557
535	0.3639736852
536	0.3638683841
537	0.3637954878
538	0.3637343508
539	0.3636993973
540	0.3636249322
541	0.3634914654
542	0.363437988
543	0.3631800816
544	0.3631543519
545	0.3631357422
546	0.3630958846
547	0.363059586
548	0.3629850021
549	0.3629624146
550	0.3629102589
551	0.3628747456
552	0.3628302136
553	0.3627932288
554	0.3626530406
555	0.3625766726
556	0.3623219954
557	0.3623036692
558	0.3622495851
559	0.3622158737
560	0.3621806641
561	0.3619530423
562	0.3619029634
563	0.3618522884
564	0.3618167045
565	0.3617650379
566	0.3617189406
567	0.3616023624
568	0.3615547916
569	0.3615109523
570	0.3614827066
571	0.3614413591
572	0.3613945538
573	0.3612582303
574	0.3610384186
575	0.3609775373
576	0.3609073457
577	0.360862266
578	0.3608125576
579	0.3607087155
580	0.3606608239
581	0.3605836662
582	0.3605507935
583	0.3603963066
584	0.3602426157
585	0.3601906925
586	0.3601297767
587	0.3600875612
588	0.359878439
589	0.3597877863
590	0.3597552198
591	0.3597185645
592	0.3596782208
593	0.3596574635
594	0.3596248918
595	0.35959833
596	0.3593901075
597	0.3593556591
598	0.3593280417
599	0.359289523
600	0.3590921433
601	0.3590373055
602	0.3589996779
603	0.3588537444
604	0.3588166888
605	0.3587938903
606	0.3587675733
607	0.3587305372
608	0.3587118068
609	0.3586704379
610	0.3586289399
611	0.358484061
612	0.3584138223
613	0.3583581038
614	0.3583396963
615	0.3583169687
616	0.3582615725
617	0.3582251137
618	0.358026631
619	0.3579898357
620	0.3579574242
621	0.3579356715
622	0.3577474727
623	0.3577128275
624	0.3575859691
625	0.3575481103
626	0.3575038906
627	0.3574786726
628	0.3573954708
629	0.3572458188
630	0.3571967537
631	0.3571157058
632	0.3570629052
633	0.356996154
634	0.3569444835
635	0.3567509061
636	0.3566270963
637	0.3565911683
638	0.3563622878
639	0.3562763056
640	0.3562426174
641	0.3561160371
642	0.3560193561
643	0.3559836994
644	0.355944395
645	0.3559143185
646	0.355861496
647	0.3558253172
648	0.3556848975
649	0.3556678119
650	0.3556373494
651	0.3555008872
652	0.3554654019
653	0.3554431553
654	0.3553802821
655	0.3553110652
656	0.3552245185
657	0.3551846139
658	0.3551529924
659	0.3551075297
660	0.3550182641
661	0.3548416412
662	0.3548179153
663	0.3547101966
664	0.3546436838
665	0.3545980002
666	0.3545807265
667	0.3545491597
668	0.3545365506
669	0.3545063604
670	0.3544629731
671	0.3544213495
672	0.3543891725
673	0.3543444322
674	0.3543001761
675	0.3542633371
676	0.3541924589
677	0.3541498895
678	0.3541101072
679	0.3540910302
680	0.3540500546
681	0.3540188666
682	0.353975217
683	0.3539503085
684	0.3539069855
685	0.3538830244
686	0.3538481358
687	0.3538064871
688	0.3536576824
689	0.3536142983
690	0.3535107427
691	0.3534830544
692	0.3534588894
693	0.3534257485
694	0.3533760585
695	0.3532901206
696	0.3532249582
697	0.3531726431
698	0.3531322628
699	0.3530881724
700	0.3530645199
701	0.3529865873
702	0.3529401001
703	0.3527743573
704	0.3527232276
705	0.3526775044
706	0.3526470036
707	0.3526061233
708	0.3525583664
709	0.352511881
710	0.352453497
711	0.3523367847
712	0.352309019
713	0.3522718827
714	0.3522424842
715	0.3522132941
716	0.3521933876
717	0.3520545635
718	0.3520418717
719	0.3519954147
720	0.3519497711
721	0.3519154145
722	0.3518812429
723	0.3518169228
724	0.3517250061
725	0.3516540142
726	0.3516130546
727	0.3515762834
728	0.3515041335
729	0.3514333098
730	0.3513551185
731	0.351318382
732	0.3512954377
733	0.351115203
734	0.3510751079
735	0.3510236876
736	0.3509840301
737	0.3508885134
738	0.3508684983
739	0.3508321641
740	0.3508021059
741	0.3507528917
742	0.3507160169
743	0.3506796283
744	0.3506544228
745	0.3506069498
746	0.3505731057
747	0.350543465
748	0.350461316
749	0.350414049
750	0.3503780373
751	0.3503570488
752	0.3503089761
753	0.3502615726
754	0.3502211217
755	0.3501717955
756	0.3501367764
757	0.3500927257
758	0.3500576267
759	0.3500012868
760	0.349957124
761	0.3497590085
762	0.3497132614
763	0.3495742667
764	0.34946684
765	0.3493978967
766	0.3493516188
767	0.349284323
768	0.3492643136
769	0.34924377
770	0.349134525
771	0.3491027835
772	0.3490791207
773	0.3490599114
774	0.3489881875
775	0.3489123213
776	0.348880786
777	0.348583972
778	0.3485435174
779	0.3485026619
780	0.3484598691
781	0.3484383104
782	0.3484178912
783	0.3483957997
784	0.3483530241
785	0.3483321915
786	0.3482320532
787	0.3482058381
788	0.3481804172
789	0.3479749563
790	0.3479548508
791	0.3479132464
792	0.3478598605
793	0.3478295695
794	0.3477535128
795	0.347733168
796	0.3477043178
797	0.3476609485
798	0.3476441833
799	0.3476084611
800	0.3475593107
801	0.3475359471
802	0.3473982948
803	0.3473602466
804	0.3472913076
805	0.3472752437
806	0.3472313052
807	0.3471681754
808	0.3471466885
809	0.3470418297
810	0.3470252656
811	0.3469925451
812	0.3469650973
813	0.3469433487
814	0.3469231177
815	0.3468581469
816	0.3468325835
817	0.3467885059
818	0.3467653222
819	0.3466534928
820	0.3465920251
821	0.3465360565
822	0.3464891098
823	0.3464646116
824	0.3464107099
825	0.3462224902
826	0.3462052755
827	0.3461126137
828	0.3460019811
829	0.3459769702
830	0.3458127846
831	0.345723675
832	0.3456646627
833	0.3455390459
834	0.3453070146
835	0.3450939999
836	0.3450475271
837	0.3448933849
838	0.3448539315
839	0.3448111664
840	0.3447542994
841	0.3446717529
842	0.3446077345
843	0.3445766432
844	0.3443703151
845	0.3443425006
846	0.3442757518
847	0.3441810774
848	0.3441369691
849	0.3441141594
850	0.3440957874
851	0.3439768286
852	0.3439531063
853	0.3438992959
854	0.3438735819
855	0.343824953
856	0.3437722424
857	0.3436706708
858	0.3436461694
859	0.343600128
860	0.3435568168
861	0.3433978276
862	0.3432070098
863	0.3430341677
864	0.3428822388
865	0.3428199699
866	0.3426615006
867	0.3426348597
868	0.3426174874
869	0.3425733751
870	0.3425386109
871	0.3425111868
872	0.3424928012
873	0.342434411
874	0.3423666542
875	0.3423148374
876	0.3422633416
877	0.342155092
878	0.3420139556
879	0.3419823215
880	0.3419595553
881	0.3418549208
882	0.3418220095
883	0.3417234897
884	0.3416929364
885	0.3416163882
886	0.3415288826
887	0.3414581095
888	0.3414260291
889	0.3413889557
890	0.341367745
891	0.3412537245
892	0.3412206224
893	0.3411310746
894	0.3410305143
895	0.3409673158
896	0.3409516308
897	0.3409092762
898	0.3408712635
899	0.3408510882
900	0.340790302
901	0.3406515857
902	0.340626837
903	0.3405942912
904	0.340565094
905	0.3405434336
906	0.3405100286
907	0.3403763619
908	0.340220823
909	0.3401861535
910	0.3401284269
911	0.340097561
912	0.3400680397
913	0.3400171027
914	0.3398488387
915	0.339823632
916	0.3397549318
917	0.3396930536
918	0.3395146946
919	0.3394996451
920	0.339476965
921	0.3394398757
922	0.339390369
923	0.3393739994
924	0.3393233538
925	0.3393066757
926	0.3392580717
927	0.3391647159
928	0.3391395252
929	0.3391092541
930	0.3390762639
931	0.3390542793
932	0.3390213383
933	0.3390005209
934	0.3389714757
935	0.3389089144
936	0.3387881474
937	0.3386713789
938	0.3386313224
939	0.338608953
940	0.3385665251
941	0.3385296726
942	0.3384938883
943	0.3384721144
944	0.3384411409
945	0.3384119134
946	0.3383850603
947	0.3383678961
948	0.3383428725
949	0.3383240143
950	0.338235653
951	0.3382147801
952	0.3381852081
953	0.3381531191
954	0.3381242328
955	0.338092033
956	0.3380283745
957	0.337968954
958	0.3378947356
959	0.3378757304
960	0.3378316499
961	0.3378062822
962	0.3377503667
963	0.3377299383
964	0.337677448
965	0.3376651701
966	0.3376471685
967	0.3375348299
968	0.3375066699
969	0.3374446318
970	0.3374102512
971	0.3373613044
972	0.3373446886
973	0.3372566864
974	0.3371499291
975	0.3370993977
976	0.3369321367
977	0.3369227501
978	0.3369010998
979	0.3367945789
980	0.3367097426
981	0.3366727383
982	0.3366369833
983	0.3366117216
984	0.3365935653
985	0.3365457778
986	0.3365357012
987	0.336478688
988	0.3364342305
989	0.3364004557
990	0.3363273691
991	0.336278093
992	0.3362442851
993	0.3362084419
994	0.3361841321
995	0.3361340132
996	0.3360434861
997	0.3360204593
998	0.3359946254
999	0.3359727893
